card_id,cost,name
10804110,9,阿尔比昂巴哈姆特
10804120,9,高洁的黑翼·奥莉薇
10904110,9,断绝的轮回·泽勒尔
10104120,10,终极之罪·深渊之主
90004310,10,阿斯塔罗特的宣判
90011310,0,森林的奥秘
10012110,1,冒险精灵·小梅
10112120,1,纯真的水之妖精
10614120,1,古旧天枪·萨莎妮德
10711120,1,精灵陷阱师
10811130,1,忧郁少女·莫埃尔
10811130@1,1,忧郁少女·莫埃尔
10911110,1,发芽组员
90011110,1,妖精
90011110@1,1,妖精
10012310,1,昆虫的忠告
10012310@1,1,变出花田的魔法
10111310,1,妖精召集令
10111310@1,1,妖精召集令
10212310,1,来自树上的偷袭
10313310,1,驱逐的死矢
10412310,1,绮罗星
10711310,1,人格切换
10712310,1,忧虑缩小
10713310,1,恶意扩大
90014310,1,蔷薇之闪击
90014330,1,天枪深渊
10011110,2,妖精驯服者
10011120,2,流浪兽人
10111110,2,舞动的妖精
10112130,2,年幼宝石兽
10113110,2,纯洁冰晶·莉莉
10212120,2,妖精击剑士
10311110,2,不弑的肯定者
10311120,2,妖精剑的后继者
10412110,2,美妆少女·克洛伊
10414110,2,风之法则·艾云尼亚
10414110@1,2,风之法则·艾云尼亚
10414110@2,2,风之法则·艾云尼亚
10511110,2,熟虑的狸猫
10512110,2,新晋搭档
10514110,2,脚踩天穹的《倒吊人》·罗弗拉德
10612110,2,慈颜的拥趸
10712110,2,绿风细剑师
10812110,2,太古的妖精·露芙蕾
10814120,2,永恒冰晶·蒂亚
10912110,2,根延潜伏者
10913110,2,枝叶大姐大
90011120,2,新绿的妖精
10213310,2,花园的指引
10311310,2,野性的猛袭
10411310,2,彗星
10413310,2,亚尔夫海姆
10511310,2,虫风花的飞翔
10912310,2,绿伞会两大招牌
10011210,2,缭乱之庭
10112210,2,磷光辉岩
10111120,3,恋触妖精
10111140,3,勤劳的蚂蚱
10113140,3,屠戮破魔虫
10113140@1,3,屠戮破魔虫
10114130,3,起源剑师·阿玛兹
10211110,3,狂野女孩
10514120,3,虫风花·魅禄
10514120@1,3,芙莉莲
10514120@2,3,芙莉莲
10611120,3,伊甸之猴
10713110,3,冰箭射手
10811120,3,异端隐士·西特拉斯
10912120,3,温泉度假猴
10914110,3,烟管的罪人·曲千代
10914110@1,3,樱伞·曲千代
10914110@2,3,樱伞·曲千代
90014110,3,冰晶剑士·伊芙
10112310,3,薰交的思慕
10512310,3,寂静的助力
10513310,3,优雅的虫风花
10513310@1,3,优雅的虫风花
10613310,3,慈爱的天枪
10113210,3,圣树法杖
10312210,3,不弑之乡
10911210,3,森林陷阱
10011130,4,温厚的树精
10111150,4,言传的杂草人长老
10213110,4,森林骑士道·辛西亚
10214110,4,翅翼女王·提泰妮娅
10214110@1,4,翅翼女王·提泰妮娅
10214110@2,4,翅翼女王·提泰妮娅
10312120,4,树海的战士
10314110,4,不弑的继承者·库露露
10411120,4,可爱如琬似花·玛娜玛尔
10413110,4,幻彩弓手·丘比丹
10611110,4,慈育的森民
10714110,4,操量的安纳提玛·达斯特迪兹
10812120,4,情念的毒荆·莉柯瑞丝
10812310,4,宁静的孤独
10913310,4,绯岸橙醉
10113120,5,薰交的天宫·巴克伍德
10211120,5,木锤矮人
10412120,5,绯焰舞姬·安苏莉娅
10414120,5,调和的舞者·尤艾尔&苏丝雅
10511120,5,森林羽子板工匠
10512120,5,和气蔼蔼的妖精
10513110,5,引路船工
10513110@1,5,引路船工
10613110,5,慈惠的心腹
10712120,5,弓兵指挥者
10612310,5,向女王献花
10813310,5,水镜的信赖
10114110,6,自然妖精公主·阿丽雅
10212110,6,热情的精灵·莱昂内尔
10312110,6,不弑的祈祷者
10612120,6,咆哮狼人
10714120,6,冰界鹿王
10813110,6,温柔读心者·米榭儿
90014320,6,绝命的痛击
10012120,7,音速射手·塞尔文
10112110,7,霜寒冰晶·艾琳
10214120,7,缠绕密林·丽梅格
10411110,7,爱恨舞者·晧&曜
10811110,7,昔日的天秤·马龙
10814110,7,离合有终·赛德斯&梅希亚
10814110@1,7,叶风射手·亚里莎
10911120,7,金刚伙伴
10211310,7,森林的游行
10611310,7,天枪授予
10111130,8,深奥的妖精守护圣兽
10113130,8,煌击战士·贝鲁
10314120,8,绝命的显现·艾斯迪亚
10614110,8,慈爱的凛华·奥尔提雅
10711110,8,巨型熊
10114120,9,丰丽的玫瑰皇后
10313110,9,不弑的团结者
10914120,9,香风的变貌·飞燕
90021110,0,骑士
90021110@1,0,骑士
90021350,0,闪耀的金币
90024320,0,天剑深渊
10021110,1,须臾剑士
10122110,1,统率的鲁米那斯骑士
90021120,1,铁甲骑士
90021120@1,1,铁甲骑士
10622310,1,威风的行军
10623310,1,惨烈的天剑
10721310,1,敌我的调律
10722310,1,无音的包围
90021310,1,黄金短剑
90021320,1,黄金之杯
90021330,1,黄金之靴
90021340,1,黄金项链
90024310,1,空绝的残光
90024330,1,亡命者的枪击
10322210,1,篡夺的据点
90021210,1,令人战栗的海盗旗
10022110,2,王室御用车夫
10121150,2,异端武士
10121150@1,2,异端武士
10122130,2,勇猛的鲁米那斯枪士
10122140,2,忍者鼯鼠
10221110,2,扳机女仆·赛莉亚
10223120,2,假日中的王女·普莉姆
10321110,2,篡夺的肯定者
10322110,2,篡夺的祈祷者
10421110,2,信念腿法·兰德尔
10621110,2,勇烈的士兵
10621110@1,2,勇烈的士兵
10624120,2,古旧天剑·伊德梅塔
10722110,2,听略谍报兵
10722110@1,2,听略谍报兵
10821120,2,寡言的刺客·夏伊莉
10921110,2,海域斥候
90022110,2,异形
90023110,2,安静的女仆·诺嘉
10021310,2,女仆的礼仪
10221310,2,商谈成立
10222310,2,三将姬的乱击
10321310,2,护盾强袭
10323310,2,奉还的剑闪
10521310,2,丽金花的挥霍
10522310,2,温柔援军
10823310,2,相伴相随的日常
10921310,2,方阵
10022120,3,魔煌的诡谲者·拉斯提
10121110,3,爱之骑士·尹安
10121130,3,救援的鲁米那斯治疗师·莉拉拉
10121140,3,军犬
10123120,3,沉默的狙击手·瓦路兹
10124130,3,常在战场·景光
10222110,3,无畏的副团长·格尔德
10223110,3,剑士公主·萝泽
10324120,3,空绝的显现·奥克托丽丝
10421120,3,决心之辉龙·亚瑟
10421120@1,3,决心之辉龙·亚瑟
10421130,3,迷茫的狮子·莫德雷德
10422120,3,如火斗志·菲泽
10521120,3,烟管美玉
10622110,3,忠烈的近卫兵
10721110,3,曲行工兵
10721120,3,传调联络兵
10822110,3,越狱者·卡婕
10823110,3,冲田总司
10922110,3,漩涡炮手
90021130,3,娜哈特的私兵
10122310,3,王断的威光
10523310,3,荣耀的丽金花
10523310@1,3,苍月草的思慕
10723310,3,带来静寂的拔刀
10922310,3,燃尽之缘
10021120,4,战斗商贩
10123130,4,王断的天宫·斯塔奇乌姆
10222120,4,平凡骑士·拉奇尔
10323110,4,篡夺的团结者
10422130,4,绽放的肌肉·菲奥莉托
10424110,4,真红与群青·塞达&贝阿朵丽丝
10424120,4,十天众统领·希耶提
10523110,4,不动如山的将校
10621120,4,懒惰女仆
10623110,4,暴烈的参谋
10623110@1,4,暴烈的参谋
10724110,4,统音的安纳提玛·吉尔达利娅
10724110@1,4,统音的安纳提玛·吉尔达利娅
10724110@2,4,统音的安纳提玛·吉尔达利娅
10821130,4,悠久的骑士·莎夏
10921120,4,团结骑兵
10121310,4,剑士的斩击
10822310,4,重历新生
10923310,4,黄金时代
10022210,4,昭示正统的王冠
10122120,5,卓越的鲁米那斯法师
10124110,5,雷维翁的迅雷·阿尔贝尔
10124110@1,5,雷维翁的迅雷·阿尔贝尔
10124110@2,5,雷维翁的迅雷·阿尔贝尔
10221120,5,暗斗的忍者大师
10322120,5,活泼的斥候
10524120,5,丽金花·云庆
10524120@1,5,丽金花·云庆
10524120@2,5,丽金花·云庆
10722120,5,斩奏医护兵
10723110,5,响爪分队长
10824110,5,天命的子弹·巴妮&巴隆
10922120,5,凶猛指挥官
10923110,5,波涛副船长
10423310,5,骁勇骑士
10621310,5,天剑授予
10121120,6,和平商人·艾尔涅丝塔
10124120,6,白银骑士团团长·艾蜜莉亚
10224110,6,静寂的安纳提玛·吉尔达利娅
10224110@1,6,静寂的安纳提玛·吉尔达利娅
10321120,6,剑圣的同胞
10324110,6,篡夺的继承者·辛瑟莱兹
10324110@1,6,篡夺的继承者·辛瑟莱兹
10324110@2,6,篡夺的继承者·辛瑟莱兹
10422110,6,冰心霸王·艾格罗瓦尔
10521110,6,好施的名人
10522110,6,迅猛的武术家
10624110,6,惨烈的剑王·罗德诺艾尔四世
10123110,7,雷维翁之斧·杰诺
10423110,7,真王之刃·黄金骑士
10423110@1,7,真王之刃·黄金骑士
10522120,7,吉祥蛙
10724120,7,宽严的音帅·塞扎尔
10821110,7,武力与治安·娜哈特·娜哈特&宾森特
10924110,7,逆行的罪人·巴巴洛丝
10924110@1,7,逆行的罪人·巴巴洛丝
10924110@2,7,逆行的罪人·巴巴洛丝
10123310,7,触手撕咬
10021130,8,人马骑士
10123140,8,煌刃勇者·阿玛利亚
10224120,8,雷维翁超越者·尤里乌斯
10622120,8,猫人水手
10824120,8,焦灼炎将·玛尔斯
10824120@1,8,灯火剑士·艾莉卡
10524110,9,威猛的《战车》·奥辂昂
10822120,10,织田信长
10924120,10,武皇的变貌·贝尔铁佐
10431120,1,流浪的家庭教师·斯芙拉玛尔
10534110,1,漫步的《愚者》·琳库露
10631110,1,天晶魔手
90031110,1,泥尘巨像
90031110@1,1,泥尘巨像
90032110,1,洋葱军团兵
10031310,1,智慧光辉
10031310@1,1,智慧光辉
10131320,1,暴风破
10831310,1,暴风破
10532310,1,魔猫戏法
10632310,1,正常的侵蚀
10931310,1,过度反应
10931310@1,1,过度反应
90031310,1,玛纳利亚魔弹
90033310,1,有所成长了！
90034320,1,伟大之术
90034340,1,苍奏之四
90034350,1,宏大的回归
10031210,1,魔女的炼金炉
10031210@1,1,旅途的幕间
90031210,1,大地之魔片
10131120,2,见习占星术师
10132110,2,惹人怜爱的教师·米兰
10133120,2,魔法药剂师·佩内洛普
10231110,2,憧憬的魔女·梅薇
10231120,2,魔导图书管理员
10331110,2,真理的肯定者
10334110,2,真理的继承者·蓓哈丽雅
10731120,2,小型怪兽
10732120,2,甜蜜猎食者
10831110,2,森绿的恩惠·喵鲁&圆滚滚2号&吉娜
10831120,2,玛纳利亚书记官·波比
10931110,2,沉溺的实验体
90031130,2,式神·小纸人
10031320,2,召唤真理
10131310,2,彩虹奇迹
10233310,2,帕梅拉的舞蹈
10333310,2,虚假的术式
10333310@1,2,虚假的术式
10433310,2,炼金炎爆
10433310@1,2,炼金炎爆
10531310,2,明越花的转变
10631310,2,天晶授予
10732310,2,暴食的零嘴
10832310,2,其乐融融的团聚
10031110,3,闪光魔法剑士
10131130,3,唤枭士
10233110,3,玛纳利亚剑士·欧文
10333110,3,真理的团结者
10431110,3,不可思议的哲学家·菲拉索佩娅
10433110,3,缅怀之火·埃尔默特
10434110,3,水之法则·瓦姆杜斯
10434110@1,3,水之法则·瓦姆杜斯
10434110@2,3,水之法则·瓦姆杜斯
10531110,3,创造魔法师
10632120,3,冒险魔导书
10634110,3,魔恋的爱慕·希姆
10634110@1,3,魔恋的爱慕·希姆
10634110@2,3,魔恋的爱慕·希姆
10732110,3,迷人怪兽
10833110,3,玛纳利亚文书官·琪可
10932120,3,高洁哲学家
90031120,3,守护者巨像
90031140,3,式神·暴鬼
90034130,3,安的巨大英灵
10132310,3,理光的证明
10133310,3,做作业啦！
10232310,3,混沌赤焰
10633310,3,魔恋的天晶
10833310,3,钢铁的小憩
10932310,3,人性的爱
10332210,3,真理的研究设施
10032110,4,双面魔女·蕾米拉米
10131140,4,追梦的企鹅魔法师
10133130,4,理光的天宫·艾德薇诗
10232120,4,调香的魔法师
10331120,4,五行修行者
10434120,4,天才美少女炼金术士·卡莉奥丝特罗
10532110,4,失眠女巫
10633110,4,魔醉的教师
10731110,4,小巧捕食者
10932110,4,心醉的研究者
90034110,4,式神·天后
10032310,4,魔爆
10231310,4,冰锥穿击
10331310,4,水晶的指引
10332310,4,双重创造
10432310,4,能量外溢
10731310,4,召唤仆从
10733310,4,饕餮魔咒
90034310,4,绝尽的伪证
10131110,5,符文剑操控师
10132120,5,奇迹女巫·爱蜜儿
10133110,5,黎明炼金术师·诺诺
10134120,5,玛纳利亚密友·安&古蕾雅
10232110,5,否定的咏唱·芭赛特
10332110,5,真理的祈祷者
10432120,5,荆棘旅途·米蕾耶&莉赛特
10632110,5,魔境的学生
10733110,5,甜美存在
10832110,5,快乐绽花·萨米&玛莉
10933110,5,陶醉的才女
10832320,5,伏地雷击
10933310,5,乌涅
10132130,6,玛纳利亚的学生·威廉
10234120,6,精金炼金术师·诺曼
10432110,6,报仇的占卜师·艾塞克莱因
10531120,6,流动控符师
10532120,6,余韵俳谐师
10532120@1,6,余韵俳谐师
10631120,6,空想的图书管理员
10834110,6,恩爱的大地·坦忒拉&拉缇卡
90034330,6,天晶深渊
10134110,7,五行之巅·久苑
10533110,7,元素支配者
10734110,7,万食的安纳提玛·拉拉安瑟姆
10734110@1,7,霓虹飞溅·拉拉安瑟姆
10734110@2,7,霓虹飞溅·拉拉安瑟姆
10834120,7,灾难言灵·洋荷
10834120@1,7,求道魔法师·伊莎贝尔
10834120@2,7,水面言灵·洋荷
10931120,7,钥灵
10934110,7,万术的罪人·赛菲
10934110@1,7,万术的罪人·赛菲
10133320,7,唤鬼术
10431310,7,符文秘术
10533310,7,壮美的明越花
10234110,8,暴食的安纳提玛·拉拉安瑟姆
10734120,8,可爱杰作
10132320,8,雪人觉醒
10334120,9,绝尽的显现·莱奥
10032120,10,魔焰毁灭者
10534120,10,明越花·阿罗
10534120@1,10,菲伦
10534120@2,10,菲伦
10634120,10,古旧天晶·卡卢基典瑟拉
10934120,10,破式的变貌·菲绫
90034120,10,式神·贵人
10134310,18,超越次元
10134310@1,18,超越次元
10134310@2,18,超越次元
90044320,0,烈绝的灭牙
10241120,1,飞跃的银白幼龙
10941110,1,碎裂的盗匪
90041110,1,炽炎幼龙
10041310,1,龙人碎击
10343310,1,威猛炽焰
10642310,1,赤流
10843310,1,狐火蜃景
10941310,1,幼龙闹脾气
10143210,1,乙姬的宝扇
10242210,1,炎龙之剑
10041110,2,烈焰火蜥蜴
10141140,2,育龙少女
10242110,2,宿愿的龙人公主
10244110,2,银冰龙少女·菲琳
10244110@1,2,银冰龙少女·菲琳
10244110@2,2,银冰龙少女·菲琳
10341110,2,侮蔑的肯定者
10441120,2,梅格的挚友·玛丽亲
10541110,2,涌泉打水人
10542120,2,水母舞姬
10641120,2,熟透的海鱼
10644120,2,古旧天刀·波菈莱
10741110,2,宣扬的龙人
10741110@1,2,宣扬的龙人
10742120,2,龙族侍者
10841130,2,沧海之精
10842120,2,满面笑容的烹饪·琪米卡
10942110,2,绝倒的袭击者
90041130,2,大海虎鲸
90041130@1,2,大海虎鲸
10241310,2,虎鲸的呼声
10441310,2,破浪新月
10442310,2,至爱狂轰
10543310,2,懒惰的波摇花
10543310@1,2,闪天击
10943310,2,利牙
90044330,2,天刀深渊
10342210,2,侮蔑之国
10142120,3,御风者·叶花
10142130,3,读风者·杰鲁
10143120,3,荣弦的天宫·龙芙
10342120,3,海洋骑手
10441110,3,逐海之人·乔尔
10443110,3,平平无奇的女孩·梅格
10544120,3,波摇花·夕夜
10641110,3,决断的龙人
90043110,3,乙姬近卫队
10042310,3,龙之启示
10042310@1,3,龙之启示
10142310,3,荣弦的奏乐
10341310,3,雷霆之怒
10541310,3,波摇花的裁决
10742310,3,焦龙的午睡
10942310,3,颚口之别
90044310,3,银冰吐息
10042110,4,猛攻的龙战士
10141130,4,初出茅庐的屠龙者
10141150,4,白鳞的使者
10142140,4,艳丽龙人·玛利翁
10642110,4,果断的剑圣
10741120,4,载运飞龙
10841110,4,狼人族首领·契特
10844110,4,反照的赤红·德莱克&亚瑞札特
10844110@1,4,黑龙战士·罗文
90044110,4,霸道之金龙
90044120,4,霸道之银龙
10542310,4,日珥咆哮
10641310,4,天刀授予
10741310,4,百无聊赖的睥睨
10042120,5,咆哮的驭龙使
10141120,5,海沟大剑龙
10242120,5,身经百战的鱼人
10342110,5,侮蔑的祈祷者
10344120,5,烈绝的显现·嘉尔缪
10344120@1,5,烈绝的显现·嘉尔缪
10344120@2,5,烈绝的显现·嘉尔缪
10442110,5,冰封的命运·伊什米尔
10444120,5,世界的伙伴·佐伊
10743110,5,龙人先驱者
10842110,5,闪耀旋律·莉芙&萝萝
10941120,5,洞窟龙
10943110,5,尘土的不法者
90041120,5,巨翼飞龙
90041120@1,5,巨翼飞龙
10443310,5,星晶兽吸收之力
10041120,6,战斧屠龙者
10142110,6,煌牙的义勇·基德
10143130,6,惊涛龙骑士·扎哈尔
10144120,6,霸道的龙翼·法露特
10144120@1,6,霸道的龙翼·法露特
10341120,6,风雪龙人
10343110,6,侮蔑的团结者
10541120,6,水滴打拍者
10643110,6,隔断的龙斗士
10843110,6,穹顶的战火·杰亚达
10141310,6,灾祸吐息
10243310,6,龙骑突击
10842310,6,末世死化妆
10144110,7,灼热的安纳提玛·班德奈特
10243110,7,苍海的制裁·尼普顿
10243110@1,7,苍海的制裁·尼普顿
10444110,7,炎之法则·威尔纳斯
10444110@1,7,炎之法则·威尔纳斯
10444110@2,7,炎之法则·威尔纳斯
10543110,7,破灭屠戮者
10644110,7,断头的斩姬·相枛津
10644110@1,7,断头的斩姬·相枛津
10742110,7,豪龙守门人
10841120,7,沙尘守宝龙
10944110,7,穿孔的罪人·安缇马丽亚
10944120,7,禁牙的变貌·诺玛格达拉
10944120@1,7,禁牙的追忆·诺玛格达拉
10643310,7,断头的天刀
10743310,7,黑炎的奔流
10041130,8,凶鲨战士
10141110,8,云海龙骑兵
10144130,8,龙人演义·卧龙
10244120,8,绚丽凤凰·小凤
10442120,8,淳朴的钢铁之躯·无限
10542110,8,铁锤龙骑士
10642120,8,尖刺龙
10844120,8,金银绚烂·璐米欧儿&雅尔贞特
10844120@1,8,金银绚烂·璐米欧儿&雅尔贞特
10844120@2,8,金银绚烂·璐米欧儿&雅尔贞特
10942120,8,龙人管家
10143140,9,夜幕龙
10344110,9,侮蔑的继承者·安吉拉弗利特
10744110,9,焦灰的安纳提玛·班德奈特
10744110@1,9,焦灰的安纳提玛·班德奈特
10143110,10,再临之创世龙
10241110,10,庇护的智龙
10544110,10,约束的《正义》·伊兰翠
10544110@1,10,休塔尔克
10544110@2,10,休塔尔克
10744120,10,龙峪的古龙
90051110,0,骸骨士兵
90054310,0,绝叫的扩散
90054320,0,爱绝的飞翔
10052110,1,魅惑的魅魔·莉莉姆
10251120,1,怨恨的栽培者
10851120,1,可爱恶魔·莉莉姆
10851120@1,1,可爱恶魔·莉莉姆
90051120,1,蝙蝠
90051120@1,1,蝙蝠
90051130,1,怨灵
90051130@1,1,怨灵
90051130@2,1,怨灵
90054110,1,守卫犬的右腕·米米
90054120,1,守卫犬的左腕·可可
10151310,1,死神挥刀
10751310,1,灵魂调律
90054330,1,天眼深渊
10051130,2,恶毒的小木乃伊
10151120,2,无名恶魔
10152110,2,干练的死神·蜜诺
10152120,2,梦魇·维莉
10153120,2,燃烧魔剑·欧特鲁斯
10352120,2,新来的守墓人
10354110,2,混融的继承者·莎木·纳克雅
10451110,2,憧憬的铁锤·阿尔梅达
10551110,2,鼓舞之狼
10651110,2,渴望的恶魔
10751110,2,暗夜键盘手·露露米
10751120,2,恶魔鼓手·拉兹
10851130,2,兔耳恶魔·莉蜜儿
10851130@1,2,兔耳恶魔·莉蜜儿
10951110,2,强袭的特攻队长
10951120,2,幽冥中尉
90054130,2,一尾狐
10051310,2,混沌诅咒
10052310,2,捕食灵魂
10153310,2,蛇神之怒
10251310,2,诅咒派对
10252310,2,使唤蝙蝠
10451310,2,妖异利刃
10551310,2,奥夜花的开战
10552310,2,残虐的炸裂
10552310@1,2,服从魔法
10553310,2,严酷的奥夜花
10853310,2,改变的流向
10952310,2,锁链相连
10953310,2,驱逐死神
10352210,2,混融之城
10051120,3,黑夜鬼人
10151110,3,午夜眷属·埃拉尔
10151130,3,白骨少女
10153140,3,地下赏金猎人·巴尔特
10252110,3,爆破之翼·圮尤拉
10253110,3,悲惨战争·萝拉
10351110,3,混融的肯定者
10452120,3,爱的旅人·萨堤洛斯
10452130,3,元素共鸣·巴尔
10552110,3,制造麻烦的唤灵师
10651120,3,逃避幽灵者
10652110,3,渴欲的唤灵师
90051140,3,腐臭的僵尸
10353310,3,叫唤与憎恶
10651310,3,天眼授予
10653310,3,枯渴的天眼
10753310,3,夜之歌的演唱会
10852310,3,启程的退场
10152210,3,瞑地的陵园
10052120,4,多情的唤灵师
10152130,4,怪奇探索者·尤娜
10153110,4,蓝蔷薇千金·赛蕾丝
10153110@1,4,蓝蔷薇千金·赛蕾丝
10153130,4,瞑地的天宫·穆甘
10253120,4,夜曲将军·艾瑟拉
10352110,4,混融的祈祷者
10352110@1,4,混融的祈祷者
10551120,4,红符的魂魄道士
10652120,4,失恋恶魔
10654120,4,古旧天眼·比芭提
10851110,4,通透的信念·安瑟珠
10853110,4,诚实的诅咒师·丝姬
10351310,4,前进的暴虐
10951310,4,恐怖惊遇
10151150,5,禁约恶魔
10154130,5,无极猎人·阿拉加维
10251110,5,银色子弹·雷文
10254120,5,流动堕落的冥河·凯伦
10254120@1,5,流动堕落的冥河·凯伦
10353110,5,混融的团结者
10552120,5,牵线搭桥的青鬼
10653110,5,渴命的破坏者
10752110,5,猫咪走绳师
10852120,5,黑暗骑士·玛莎
10854120,5,日月的蔷薇·赛蕾丝
10854120@1,5,命魂少女·露娜
10453310,5,堕落
10051110,6,魔狼首领
10151140,6,杂耍亡灵
10252120,6,尸兵
10451120,6,不屈利刃·巴萨拉卡
10452110,6,霸空武神·哪吒
10453110,6,生与死之技·涅槃
10752120,6,乌鸦杂耍师
10754110,6,傍死的安纳提玛·徒姬
10754110@1,6,傍死的安纳提玛·徒姬
10754110@2,6,傍死的安纳提玛·徒姬
10852110,6,母爱恶魔·菲欧蕾
10952110,6,渊底上校
10953110,6,激烈的副总长
10154120,7,剧毒公主·美杜莎
10354120,7,绝叫与爱绝的显现·鲁鲁纳伊&巴娜蕾卡
10454110,7,暗之法则·菲迪埃尔
10454110@1,7,暗之法则·菲迪埃尔
10454110@2,7,暗之法则·菲迪埃尔
10454120,7,狡诈的堕天司·彼列
10454120@1,7,狡诈的堕天司·彼列
10454120@2,7,狡诈的堕天司·彼列
10554110,7,充实的《恋人与节制》·米路缇欧&卢泽
10753110,7,骸骨驯兽师
10952120,7,闪烁恶魔
10954110,7,伊斯坦戴德 对 玛尔奇盖特
10652310,7,“最强”的诱惑
10752310,7,讴歌青春
10152140,8,穿刺公·弗拉德
10154110,8,奔放的狱焰·凯尔贝洛斯
10154110@1,8,奔放的狱焰·凯尔贝洛斯
10154110@2,8,奔放的狱焰·凯尔贝洛斯
10351120,8,泡沫鬼姬
10854110,8,出发的憧憬·苇剑&武津御
10854110@1,8,终焉暗夜眷属·尤里亚斯
10954120,8,伽罗塔德 对 泽特
10254110,9,双轮夜行·吟雪&夕月
10553110,9,致命掠夺者
10654110,9,枯渴的魔神·阿尔弭斯
10754120,9,死亡主持人·马克米朗
10554120,10,奥夜花·释藤
10461210,0,莉莉艾的鼓舞
10463110,1,魔杖傍身的外科医生·缇可
10561120,1,连结的使徒
90064110,1,圣骑兵
10262310,1,神圣守护
10962310,1,铭刻之约
90064320,1,天书深渊
10062210,1,羽翼石像
10161210,1,祥和的教会
10161210@1,1,祥和的教会
10761210,1,阳光耳饰
10061120,2,纯洁白狐
10161140,2,潜伏的曼纽
10162110,2,煌枪魔兔·萨莉沙
10261120,2,恶意的神谕·达姆斯
10361110,2,安息的肯定者
10361120,2,圣骑士团员
10461120,2,克己复礼的修女·拉姆蕾达
10762110,2,神圣策划人
10861110,2,图书室的魔女·莉莉尤姆
10961110,2,条规成员
10862310,2,威胁的残渣
10862310@1,2,威胁的残渣
90064310,2,绝望的奔流
10162210,2,禁密的圣地
10163210,2,野兽公主的誓约
10261210,2,流光香炉
10562210,2,穹顶护甲
10562210@1,2,苏醒解咒
10661210,2,污浊的圣水
10662210,2,救赎的圣典
10662210@1,2,救赎的圣典
10762210,2,完美的时钟
10863210,2,同窗好友
10961210,2,咆哮圣堂
10161110,3,圣心光棱牧师
10161120,3,圣盾祭司
10261110,3,粉碎的圣职者
10262110,3,弹幕驱魔人·珂蕾特
10362110,3,安息的祈祷者
10461110,3,英雄幻视·托路
10464110,3,土之法则·伽莱翁
10464110@1,3,土之法则·伽莱翁
10464110@2,3,土之法则·伽莱翁
10561110,3,先见的神官
10863110,3,圣洁驱魔人·珂蕾特
10962110,3,纪律间谍
10962120,3,奇迹独角兔
90061110,3,神圣猎鹰
90061110@1,3,神圣猎鹰
90061110@2,3,神圣猎鹰
10561310,3,雾卷花的激愤
10661310,3,天书授予
10162220,3,神圣注射
